query,no,token,pos
전주 여행,1,25,SN
전주 여행,1,년,NNBC
전주 여행,1,10,SN
전주 여행,1,월,NNBC
전주 여행,1,5,SN
전주 여행,1,",",SC
전주 여행,1,6,SN
전주 여행,1,",",SC
전주 여행,1,7,SN
전주 여행,1,일,NNBC
전주 여행,1,가,VV
전주 여행,1,볼,EC+VX+ETM
전주 여행,1,만,NNB
전주 여행,1,한,XSA+ETM
전주 여행,1,곳,NNG
전주 여행,1,추천,NNG
전주 여행,1,부탁,NNG
전주 여행,1,드립니다,VV+EC
전주 여행,1,25,SN
전주 여행,1,년,NNBC
전주 여행,1,10,SN
전주 여행,1,월,NNBC
전주 여행,1,초,NNB
전주 여행,1,아이,NNG
전주 여행,1,들,XSN
전주 여행,1,과,JKB
전주 여행,1,함께,MAG
전주 여행,1,가,VV
전주 여행,1,기,ETN
전주 여행,1,좋,VA
전주 여행,1,은,ETM
전주 여행,1,시점,NNG
전주 여행,1,이,VCP
전주 여행,1,에요,EF
전주 여행,1,추석,NNG
전주 여행,1,에,JKB
전주 여행,1,는,JX
전주 여행,1,문,NNG
전주 여행,1,연,NNG
전주 여행,1,곳,NNG
전주 여행,1,이,JKS
전주 여행,1,적,VA
전주 여행,1,을,ETM
전주 여행,1,수,NNB
전주 여행,1,있,VV
전주 여행,1,지만,EC
전주 여행,1,한옥마을,NNP
전주 여행,1,이나,JC
전주 여행,1,전주비빔밥,NNG
전주 여행,1,맛집,NNG
전주 여행,1,은,JX
전주 여행,1,추천,NNG
전주 여행,1,해용,NNG
전주 여행,1,차,NNG
전주 여행,1,는,JX
전주 여행,1,밀릴,VV+ETM
전주 여행,1,가능,NNG
전주 여행,1,성,XSN
전주 여행,1,이,JKS
전주 여행,1,높,VA
전주 여행,1,으니,EC
전주 여행,1,미리,MAG
전주 여행,1,출발,NNG
전주 여행,1,하,XSV
전주 여행,1,는,ETM
전주 여행,2,KTX,SL
전주 여행,2,로,JKB
전주 여행,2,떠나,VV
전주 여행,2,는,ETM
전주 여행,2,",",SC
전주 여행,2,주요,NNG
전주 여행,2,관광지,NNG
전주 여행,2,도보,NNP
전주 여행,2,이동,NNP
전주 여행,2,.,SF
전주 여행,2,..,SY
전주 여행,2,계획,NNG
전주 여행,2,중,NNB
전주 여행,2,이,VCP
전주 여행,2,시,EP
전주 여행,2,군요,EF
전주 여행,2,전,MM
전주 여행,2,주역,NNP
전주 여행,2,에서,JKB
전주 여행,2,한옥마을,NNP
전주 여행,2,까지,JX
전주 여행,2,는,JX
전주 여행,2,사실,MAG
전주 여행,2,도보,NNG
전주 여행,2,로,JKB
전주 여행,2,는,JX
전주 여행,2,좀,MAG
전주 여행,2,멀,VA
전주 여행,2,어요,EF
전주 여행,2,약,MM
전주 여행,2,3,SN
전주 여행,2,km,SL
전주 여행,2,정도,NNG
전주 여행,2,되,VV
전주 여행,2,고,EC
전주 여행,2,40,SN
전주 여행,2,분,NNBC
전주 여행,2,정도,NNG
전주 여행,2,걸립니다,VV+EF
전주 여행,2,그래서,MAJ
전주 여행,2,대부분,NNG
전주 여행,2,택시,NNG
전주 여행,2,나,JC
전주 여행,2,버스,NNG
전주 여행,2,를,JKO
전주 여행,2,이용,NNG
전주 여행,2,하,XSV
전주 여행,2,시,EP
전주 여행,2,는데,EC
전주 여행,2,택시,NNG
전주 여행,2,는,JX
전주 여행,2,10,SN
전주 여행,2,분,NNBC
전주 여행,2,정도,NNG
전주 여행,2,면,VCP+EC
전주 여행,2,도착,NNG
전주 여행,2,하,XSV
전주 여행,2,고,EC
전주 여행,2,요금,NNG
전주 여행,2,도,JX
전주 여행,2,7,SN
전주 여행,2,8,SN
전주 여행,2,천,NR
전주 여행,2,원,NNBC
전주 여행,2,정도,NNG
전주 여행,2,로,JKB
전주 여행,2,부담,NNG
전주 여행,2,없,VA
전주 여행,2,어요,EF
전주 여행,3,아이,NNG
전주 여행,3,와,JC
전주 여행,3,7,SN
전주 여행,3,월,NNBC
전주 여행,3,중순,NNG
전주 여행,3,에,JKB
전주 여행,3,초,XPN
전주 여행,3,3,SN
전주 여행,3,아이,NNG
전주 여행,3,와,JKB
전주 여행,3,같이,MAG
전주 여행,3,당일치기,NNG
전주 여행,3,로,JKB
전주 여행,3,다녀올,VV+ETM
전주 여행,3,려는데,EC
전주 여행,3,어딜,NP+JKO
전주 여행,3,가,VV
전주 여행,3,야,EC
전주 여행,3,할까요,VX+EC
전주 여행,3,는,JX
전주 여행,3,처음,NNG
전주 여행,3,이,VCP
전주 여행,3,라,EC
전주 여행,3,어디,NP
전주 여행,3,가,JKS
전주 여행,3,야,NNG
전주 여행,3,할지,XSV+EC
전주 여행,3,식당,NNG
전주 여행,3,은,JX
전주 여행,3,어디,NP
전주 여행,3,가,JKS
전주 여행,3,맛있,VA
전주 여행,3,을지,EC
전주 여행,3,모르,VV
전주 여행,3,겠,EP
전주 여행,3,어요,EF
전주 여행,3,안녕,IC
전주 여행,3,하,VV
전주 여행,3,세요,EP+EF
전주 여행,3,7,SN
전주 여행,3,월,NNBC
전주 여행,3,중순,NNG
전주 여행,3,에,JKB
전주 여행,3,초,XPN
전주 여행,3,3,SN
전주 여행,3,아이,NNG
전주 여행,3,와,JC
전주 여행,3,당일치기,NNG
전주 여행,3,이,VCP
전주 여행,3,라면,EC
전주 여행,3,아이,NNG
전주 여행,3,도,JX
전주 여행,3,즐겁,VA
전주 여행,3,고,EC
전주 여행,3,부모,NNG
전주 여행,3,님,XSN
전주 여행,3,도,JX
전주 여행,4,커플,NNG
전주 여행,4,1,SN
전주 여행,4,박,NNBC
전주 여행,4,2,SN
전주 여행,4,일,NNBC
전주 여행,4,코스,NNG
전주 여행,4,에,JKB
전주 여행,4,포함,NNG
전주 여행,4,된,XSV+ETM
전주 여행,4,문화,NNG
전주 여행,4,체험,NNG
전주 여행,4,활동,NNG
전주 여행,4,은,JX
전주 여행,4,.,SF
전주 여행,4,..,SY
전주 여행,4,중,NNB
전주 여행,4,커플,NNG
전주 여행,4,들,XSN
전주 여행,4,이,JKS
전주 여행,4,함께,MAG
전주 여행,4,즐길,VV+ETM
전주 여행,4,수,NNB
전주 여행,4,있,VV
전주 여행,4,는,ETM
전주 여행,4,문화,NNG
전주 여행,4,체험,NNG
전주 여행,4,활동,NNG
전주 여행,4,에,JKB
전주 여행,4,는,JX
전주 여행,4,어떤,MM
전주 여행,4,것,NNB
전주 여행,4,들,XSN
전주 여행,4,이,JKS
전주 여행,4,포함,NNG
전주 여행,4,되,XSV
전주 여행,4,어,EC
전주 여행,4,있,VX
전주 여행,4,는지,EC
전주 여행,4,알,VV
전주 여행,4,고,EC
전주 여행,4,싶,VX
전주 여행,4,습니다,EF
전주 여행,4,한복,NNG
전주 여행,4,대여,NNG
전주 여행,4,전통,NNG
전주 여행,4,공예,NNG
전주 여행,4,체험,NNG
전주 여행,4,등,NNB
전주 여행,4,특별,NNG
전주 여행,4,한,XSA+ETM
전주 여행,4,경험,NNG
전주 여행,4,이,JKS
전주 여행,4,가능,NNG
전주 여행,4,한,XSA+ETM
전주 여행,4,프로그램,NNG
전주 여행,4,을,JKO
전주 여행,4,추천,NNG
전주 여행,4,해,XSV+EC
전주 여행,4,주,VX
전주 여행,4,세요,EP+EF
전주 여행,4,전,NP+JX
전주 여행,4,주,VX
전주 여행,4,는,ETM
전주 여행,4,한옥마을,NNP
전주 여행,4,중심,NNG
전주 여행,4,의,JKG
전주 여행,4,전통문화,NNG
전주 여행,4,와,JC
전주 여행,4,현대,NNG
전주 여행,5,중,NNG
전주 여행,5,2,SN
전주 여행,5,여학생,NNG
전주 여행,5,친구,NNG
전주 여행,5,와,JC
전주 여행,5,안녕,NNG
전주 여행,5,하,XSV
전주 여행,5,세요,EP+EF
전주 여행,5,중,NNB
전주 여행,5,2,SN
전주 여행,5,15,SN
전주 여행,5,살,NNBC
전주 여행,5,여학생,NNG
전주 여행,5,입니다,VCP+EF
전주 여행,5,친한,VA+ETM
전주 여행,5,친구,NNG
전주 여행,5,와,JC
전주 여행,5,둘,NR
전주 여행,5,이,XSN
전주 여행,5,서,JKS
전주 여행,5,을,JKO
전주 여행,5,가,VV
전주 여행,5,기,ETN
전주 여행,5,로,JKB
전주 여행,5,했,VV+EP
전주 여행,5,는데,EC
전주 여행,5,어디,NP
전주 여행,5,로,JKB
전주 여행,5,가,VV
전주 여행,5,야,EC
전주 여행,5,할지,VX+EC
전주 여행,5,를,JKO
전주 여행,5,몰라서,VV+EC
전주 여행,5,너무,MAG
전주 여행,5,막막,XR
전주 여행,5,합니다,XSA+EF
전주 여행,5,저희,NP
전주 여행,5,둘,NR
전주 여행,5,다,MAG
전주 여행,5,일본,NNP
전주 여행,5,애니,NNP
전주 여행,5,를,JKO
전주 여행,5,너무,MAG
전주 여행,5,좋,VA
전주 여행,5,아,EC
전주 여행,5,하,VV
전주 여행,5,는데,EC
전주 여행,5,에,JKB
전주 여행,5,오타쿠,NNP
전주 여행,5,들,XSN
전주 여행,5,이,JKS
전주 여행,5,갈만,NNG
전주 여행,5,할,XSV+ETM
전주 여행,5,곳,NNB
전주 여행,5,있,VV
전주 여행,5,을까요,EC
전주 여행,5,제발,MAG
전주 여행,5,알려,VV+EC
전주 여행,5,주,VX
전주 여행,5,세요,EP+EF
전주 여행,6,갈려고,VV+EC
전주 여행,6,하,VX
전주 여행,6,는데요,EF
전주 여행,6,!,SF
전주 여행,6,을,JKO
전주 여행,6,갈려고,VV+EC
전주 여행,6,하,VV
전주 여행,6,는데요,EC
전주 여행,6,아,VV
전주 여행,6,는,ETM
전주 여행,6,사람,NNG
전주 여행,6,과,JKB
전주 여행,6,갈려고,VV+EC
전주 여행,6,하,VV
전주 여행,6,는데,EC
전주 여행,6,호텔,NNG
전주 여행,6,은,JX
전주 여행,6,좋,VA
전주 여행,6,은,ETM
전주 여행,6,가격,NNG
전주 여행,6,에,JKB
전주 여행,6,정했,VV+EP
전주 여행,6,고,EC
전주 여행,6,음,IC
전주 여행,6,2,SN
전주 여행,6,박,NNBC
전주 여행,6,3,SN
전주 여행,6,일,NNBC
전주 여행,6,인데,VCP+EC
전주 여행,6,얼마,NNG
전주 여행,6,정도,NNG
전주 여행,6,갖,VV
전주 여행,6,고,EC
전주 여행,6,가,VX
전주 여행,6,면,EC
전주 여행,6,좋,VA
전주 여행,6,을까요,EF
전주 여행,6,그리고,MAJ
전주 여행,6,맛집,NNG
전주 여행,6,같,VA
전주 여행,6,은,ETM
전주 여행,6,거,NNB
전주 여행,6,카페,NNG
전주 여행,6,같,VA
전주 여행,6,은,ETM
전주 여행,6,거,NNB
전주 여행,6,추천,NNG
전주 여행,6,해,XSV+EC
전주 여행,6,주,VX
전주 여행,6,세요,EP+EF
전주 여행,6,안녕,IC
전주 여행,6,하,VV
전주 여행,6,세요,EP+EF
전주 여행,6,계획,NNG
전주 여행,6,중,NNB
전주 여행,6,이,VCP
전주 여행,6,시,EP
전주 여행,6,네요,EF
전주 여행,6,한옥,NNG
전주 여행,6,마을,NNG
전주 여행,6,근처,NNG
전주 여행,7,1,SN
전주 여행,7,박,NNBC
전주 여행,7,2,SN
전주 여행,7,일,NNBC
전주 여행,7,에서,JKB
전주 여행,7,꼭,MAG
전주 여행,7,가,VV+EC
전주 여행,7,봐야,VX+EC
전주 여행,7,할,VX+ETM
전주 여행,7,맛집,NNG
전주 여행,7,추천,NNG
전주 여행,7,좀,MAG
전주 여행,7,요,JX
전주 여행,7,!,SF
전주 여행,7,을,JKO
전주 여행,7,계획,NNG
전주 여행,7,중,NNB
전주 여행,7,인데,VCP+EC
전주 여행,7,1,SN
전주 여행,7,박,NNBC
전주 여행,7,2,SN
전주 여행,7,일,NNBC
전주 여행,7,동안,NNG
전주 여행,7,효율,NNG
전주 여행,7,적,XSN
전주 여행,7,으로,JKB
전주 여행,7,즐길,VV+ETM
전주 여행,7,수,NNB
전주 여행,7,있,VV
전주 여행,7,는,ETM
전주 여행,7,맛집,NNG
전주 여행,7,과,JC
전주 여행,7,포토,NNG
전주 여행,7,스팟,NNG
전주 여행,7,을,JKO
전주 여행,7,알,VV
전주 여행,7,고,EC
전주 여행,7,싶,VX
전주 여행,7,습니다,EF
전주 여행,7,특히,MAG
전주 여행,7,오,NR
전주 여행,7,목대,NNG
전주 여행,7,와,JKB
전주 여행,7,같,VA
전주 여행,7,은,ETM
전주 여행,7,숨겨진,VV+EC+VX+ETM
전주 여행,7,명소,NNG
전주 여행,7,와,JC
전주 여행,7,현지,NNG
전주 여행,7,인,XSN
전주 여행,7,들,XSN
전주 여행,7,이,JKS
전주 여행,7,자주,MAG
전주 여행,7,가,VV
전주 여행,7,는,ETM
전주 여행,7,맛집,NNG
전주 여행,7,정보,NNG
전주 여행,7,도,JX
전주 여행,7,궁금,XR
전주 여행,7,해요,XSA+EF
전주 여행,7,일정,NNG
전주 여행,7,에,JKB
전주 여행,7,포함,NNG
전주 여행,7,할,XSV+ETM
전주 여행,7,수,NNB
전주 여행,7,있,VV
전주 여행,7,도록,EC
전주 여행,7,다양,XR
전주 여행,7,한,XSA+ETM
전주 여행,7,추천,NNG
전주 여행,8,중,NNB
전주 여행,8,꼭,MAG
전주 여행,8,맛봐야,VV+EC
전주 여행,8,할,VX+ETM
전주 여행,8,지역,NNG
전주 여행,8,특색,NNG
전주 여행,8,음식,NNG
전주 여행,8,은,JX
전주 여행,8,무엇,NP
전주 여행,8,인가요,VCP+EF
전주 여행,8,?,SF
전주 여행,8,에,JKB
전주 여행,8,가,VV
전주 여행,8,면,EC
전주 여행,8,꼭,MAG
전주 여행,8,먹,VV
전주 여행,8,어,EC
전주 여행,8,봐야,VX+EC
전주 여행,8,할,VX+ETM
전주 여행,8,음식,NNG
전주 여행,8,들,XSN
전주 여행,8,이,JKS
전주 여행,8,많,VA
전주 여행,8,다고,EC
전주 여행,8,들,VX
전주 여행,8,었,EP
전주 여행,8,습니다,EF
전주 여행,8,비빔밥,NNG
전주 여행,8,외,NNB
전주 여행,8,에,JKB
전주 여행,8,도,JX
전주 여행,8,현지인,NNG
전주 여행,8,들,XSN
전주 여행,8,이,JKS
전주 여행,8,자주,MAG
전주 여행,8,찾,VV
전주 여행,8,는,ETM
전주 여행,8,맛집,NNG
전주 여행,8,이나,JC
전주 여행,8,특별,NNG
전주 여행,8,한,XSA+ETM
전주 여행,8,짬뽕,NNG
전주 여행,8,과,JKB
전주 여행,8,짜장,MAG
전주 여행,8,만,JX
전주 여행,8,팜,NNP
전주 여행,8,한옥,NNG
전주 여행,8,마을,NNG
전주 여행,8,인근,NNG
전주 여행,8,으로,JKB
전주 여행,8,추천,NNG
전주 여행,8,해,XSV+EC
전주 여행,8,드릴,VX+ETM
전주 여행,8,만,NNB
전주 여행,8,한,XSA+ETM
전주 여행,8,곳,NNG
전주 여행,8,은,JX
전주 여행,8,이,MM
전주 여행,8,정도,NNG
전주 여행,8,네요,VCP+EC
전주 여행,8,그럼,MAJ
전주 여행,8,즐거운,VA+ETM
전주 여행,8,되,XSV
전주 여행,8,시,EP
전주 여행,8,기,ETN
전주 여행,8,를,JKO
전주 여행,9,부모,NNG
전주 여행,9,닝,NNP
전주 여행,9,모시,VV
전주 여행,9,고,EC
전주 여행,9,부모,NNG
전주 여행,9,님,XSN
전주 여행,9,모시,VV
전주 여행,9,고,EC
전주 여행,9,가,VV
전주 여행,9,려는데,EC
전주 여행,9,명소,NNG
전주 여행,9,식당,NNG
전주 여행,9,추천,NNG
전주 여행,9,부탁,NNG
전주 여행,9,드립니다,VV+EC
전주 여행,9,는,JX
전주 여행,9,한옥마을,NNP
전주 여행,9,로,JKB
전주 여행,9,유명,XR
전주 여행,9,한,XSA+ETM
전주 여행,9,완산구,NNP
전주 여행,9,가,JKS
전주 여행,9,있,VA
전주 여행,9,으며,EC
전주 여행,9,덕진구,NNP
전주 여행,9,또한,MAJ
전주 여행,9,멋진,VA+ETM
전주 여행,9,추억,NNG
전주 여행,9,을,JKO
전주 여행,9,가진,VV+ETM
전주 여행,9,장소,NNG
전주 여행,9,가,JKS
전주 여행,9,많이,MAG
전주 여행,10,맛집,NNG
전주 여행,10,및,MAJ
전주 여행,10,명소,NNG
전주 여행,10,추천,NNG
전주 여행,10,해,XSV+EC
전주 여행,10,주,VX
전주 여행,10,세요,EP+EF
전주 여행,10,!,SF
전주 여행,10,_,SY
전주 여행,10,내일,NNG
전주 여행,10,갑니다,VV+EC
전주 여행,10,감사,NNG
전주 여행,10,합니다,XSV+EF
전주 여행,10,안녕,IC
전주 여행,10,하,VV
전주 여행,10,세요,EP+EF
전주 여행,10,일정,NNG
전주 여행,10,으로,JKB
전주 여행,10,고민,NNG
전주 여행,10,중,NNB
전주 여행,10,이,VCP
전주 여행,10,신,EP+ETM
전주 여행,10,질,NNG
전주 여행,10,문자,NNG
전주 여행,10,님,XSN
전주 여행,10,1,SN
전주 여행,10,박,NNBC
전주 여행,10,2,SN
전주 여행,10,일,NNBC
전주 여행,10,로,JKB
전주 여행,10,떠나,VV
전주 여행,10,는,ETM
전주 여행,10,첫,MM
전주 여행,10,설레,VV
전주 여행,10,기,ETN
전주 여행,10,도,JX
전주 여행,10,하,VV
전주 여행,10,고,EC
전주 여행,10,막상,MAG
전주 여행,10,어디,NP
전주 여행,10,부터,JX
전주 여행,10,갈지,VV+EC
전주 여행,10,고민,NNG
전주 여행,10,도,JX
전주 여행,10,많,VA
전주 여행,10,으시,EP
전주 여행,10,죠,EF
전주 여행,10,저,NP
전주 여행,10,도,JX
전주 여행,10,여름,NNG
전주 여행,10,에,JKB
전주 여행,10,다녀온,VV+ETM
전주 여행,10,적,NNB
전주 여행,10,있,VA
전주 여행,10,어서,EC
전주 여행,10,짧,VA
전주 여행,10,지만,EC
전주 여행,10,알차,VA
전주 여행,10,게,EC
전주 여행,10,즐길,VV+ETM
전주 여행,10,수,NNB
전주 여행,10,있,VV
전주 여행,10,는,ETM
전주 여행,10,코스,NNG
전주 여행,10,위주,NNG
전주 여행,10,로,JKB
전주 여행,11,코스,NNG
전주 여행,11,추천,NNG
전주 여행,11,이,VCP
전주 여행,11,요,EC
전주 여행,11,~!,SY
전주 여행,11,영화제,NNG
전주 여행,11,기간,NNG
전주 여행,11,일정,NNG
전주 여행,11,으로,JKB
전주 여행,11,2,SN
전주 여행,11,박,NNBC
전주 여행,11,3,SN
전주 여행,11,일,NNBC
전주 여행,11,좀,MAG
전주 여행,11,가,VV
전주 여행,11,볼까,EC+VX+EC
전주 여행,11,해서,VV+EC
전주 여행,11,요,MM
전주 여행,11,코스,NNG
전주 여행,11,추천,NNG
전주 여행,11,좀,MAG
전주 여행,11,해,VV+EC
전주 여행,11,주,VX
전주 여행,11,세요,EP+EF
전주 여행,11,어차피,MAG
전주 여행,11,주목적,NNG
전주 여행,11,은,JX
전주 여행,11,전주국,NNG
전주 여행,11,제,XSN
전주 여행,11,영화제,NNG
전주 여행,11,니까,VCP+EC
전주 여행,11,많,VA
전주 여행,11,은,ETM
전주 여행,11,곳,NNG
전주 여행,11,을,JKO
전주 여행,11,둘러보,VV
전주 여행,11,지,EC
전주 여행,11,는,JX
전주 여행,11,못,MAG
전주 여행,11,할,VV+ETM
전주 여행,11,거,NNB
전주 여행,11,에요,VCP+EF
전주 여행,11,그냥,MAG
전주 여행,11,하,XSV
전주 여행,11,면,EC
전주 여행,11,꼭,MAG
전주 여행,11,가,VV
전주 여행,11,볼,EC+VX+ETM
전주 여행,11,만,NNB
전주 여행,11,한,XSA+ETM
전주 여행,11,곳,NNG
전주 여행,11,알짜배기,NNG
전주 여행,11,만,JX
전주 여행,11,추천,NNG
전주 여행,11,해,XSV+EC
전주 여행,11,주,VX
전주 여행,11,세,VA
전주 여행,11,욜,EC
전주 여행,12,주,VV
전주 여행,12,세요,EP+EF
전주 여행,12,전,NP+JX
전주 여행,12,주,VX
전주 여행,12,는,ETM
전주 여행,12,한옥마을,NNP
전주 여행,12,로,JKB
전주 여행,12,유명,XR
전주 여행,12,한,XSA+ETM
전주 여행,12,완산구,NNP
전주 여행,12,가,JKS
전주 여행,12,있,VA
전주 여행,12,으며,EC
전주 여행,12,덕진구,NNP
전주 여행,12,또한,MAJ
전주 여행,12,멋진,VA+ETM
전주 여행,12,추억,NNG
전주 여행,12,을,JKO
전주 여행,12,가진,VV+ETM
전주 여행,12,장소,NNG
전주 여행,12,가,JKS
전주 여행,12,많이,MAG
전주 여행,12,있,VA
전주 여행,12,습니다,EF
전주 여행,12,완산구,NNP
전주 여행,12,덕진구,NNP
전주 여행,12,에,JKB
전주 여행,12,대해서,VV+EC
전주 여행,12,지,NNG
전주 여행,12,를,JKO
전주 여행,13,맛집,NNG
전주 여행,13,및,MAJ
전주 여행,13,명소,NNG
전주 여행,13,추천,NNG
전주 여행,13,해,XSV+EC
전주 여행,13,주,VX
전주 여행,13,세요,EP+EF
전주 여행,13,!,SF
전주 여행,13,_,SY
전주 여행,13,내일,NNG
전주 여행,13,갑니다,VV+EC
전주 여행,13,많,VA
전주 여행,13,은,ETM
전주 여행,13,추천,NNG
전주 여행,13,바랍니다,VV+EF
전주 여행,13,여러,MM
전주 여행,13,분,NNBC
전주 여행,13,이,JKS
전주 여행,13,답,NNG
전주 여행,13,달,VV
전주 여행,13,아,EC
전주 여행,13,주,VX
전주 여행,13,시,EP
전주 여행,13,면,EC
전주 여행,13,더,MAG
전주 여행,13,좋,VA
전주 여행,13,습니다,EF
전주 여행,13,감사,NNG
전주 여행,13,합니다,XSV+EF
전주 여행,13,안녕,IC
전주 여행,13,하,VV
전주 여행,13,세요,EP+EF
전주 여행,13,계획,NNG
전주 여행,13,중,NNB
전주 여행,13,이,VCP
전주 여행,13,신,EP+ETM
전주 여행,13,질,NNG
전주 여행,13,문자,NNG
전주 여행,13,님,XSN
전주 여행,13,한옥,NNG
전주 여행,13,마을,NNG
전주 여행,13,중심,NNG
전주 여행,13,으로,JKB
전주 여행,13,일정,NNG
전주 여행,13,을,JKO
전주 여행,13,잡,VV
전주 여행,13,으신,EP+ETM
전주 여행,13,거,NNB
전주 여행,13,보,VV
전주 여행,13,니,EC
전주 여행,13,감성,NNG
전주 여행,13,기대,NNG
전주 여행,13,하,XSV
전주 여행,13,고,EC
전주 여행,13,계신,VX+ETM
전주 여행,13,것,NNB
전주 여행,13,같,VA
전주 여행,13,아요,EF
전주 여행,13,저,NP
전주 여행,13,도,JX
전주 여행,13,1,SN
전주 여행,13,박,NNBC
전주 여행,13,2,SN
전주 여행,13,일,NNBC
전주 여행,13,다녀온,VV+ETM
전주 여행,14,2,SN
전주 여행,14,박,NNBC
전주 여행,14,3,SN
전주 여행,14,일,NNBC
전주 여행,14,부모,NNG
전주 여행,14,님,XSN
전주 여행,14,과,JC
전주 여행,14,가,VV
전주 여행,14,려고,EC
전주 여행,14,하,VV
전주 여행,14,는데,EC
전주 여행,14,정보,NNG
전주 여행,14,가,JKS
전주 여행,14,하나,NR
전주 여행,14,도,JX
전주 여행,14,없,VA
전주 여행,14,어서요,EC
전주 여행,14,숙소,NNG
전주 여행,14,는,JX
전주 여행,14,어디,NP
전주 여행,14,가,JKS
전주 여행,14,좋,VA
전주 여행,14,은지,EC
전주 여행,14,관광지,NNG
전주 여행,14,는,JX
전주 여행,14,어디,NP
전주 여행,14,가,JKS
전주 여행,14,있,VA
전주 여행,14,는지,EC
전주 여행,14,추천,NNG
전주 여행,14,부탁,NNG
전주 여행,14,드려요,VV+EC
전주 여행,14,맛집,NNG
전주 여행,14,국내,NNG
전주 여행,14,전,NNG
전주 여행,14,주달,NNG
전주 여행,14,봉,NNG
전주 여행,14,이,JKS
전주 여행,14,달,NNG
전주 여행,14,봉,NNG
전주 여행,14,티비,NNG
전주 여행,14,코스,NNG
전주 여행,14,가,JKS
전주 여행,14,볼,VV+ETM
전주 여행,14,만,NNB
전주 여행,14,한,XSA+ETM
전주 여행,14,곳,NNG
전주 여행,14,여수,NNG
전주 여행,15,대중교통,NNG
전주 여행,15,이랑,JC
전주 여행,15,렌트카,NNG
전주 여행,15,중,NNB
전주 여행,15,어떤,MM
전주 여행,15,게,NNB+JKS
전주 여행,15,좋,VA
전주 여행,15,을까요,EF
전주 여행,15,?,SF
전주 여행,15,때,NNG
전주 여행,15,움직이,VV
전주 여행,15,기,ETN
전주 여행,15,차,NNG
전주 여행,15,가,JKS
전주 여행,15,편할지,VA+EC
전주 여행,15,대중교통,NNG
전주 여행,15,이,JKS
전주 여행,15,편할지,VA+EC
전주 여행,15,알려,VV+EC
전주 여행,15,주,VX
전주 여행,15,세요,EP+EF
전주 여행,15,교통,NNG
전주 여행,15,상황,NNG
전주 여행,15,이,JKS
전주 여행,15,어떤지,VA+EC
전주 여행,15,궁금,XR
전주 여행,15,합니다,XSA+EF
전주 여행,15,맛집,NNG
전주 여행,15,국내,NNG
전주 여행,15,전,NNG
전주 여행,15,주달,NNG
전주 여행,15,봉,NNG
전주 여행,15,이,JKS
전주 여행,15,달,NNG
전주 여행,15,봉,NNG
전주 여행,15,티비,NNG
전주 여행,15,코스,NNG
전주 여행,15,가,JKS
전주 여행,15,볼,VV+ETM
전주 여행,15,만,NNB
전주 여행,15,한,XSA+ETM
전주 여행,15,곳,NNG
전주 여행,15,여수,NNG
전주 여행,15,여수,NNG
전주 여행,15,가,JKS
전주 여행,15,볼,VV+ETM
전주 여행,15,만,NNB
전주 여행,15,한,XSA+ETM
전주 여행,15,곳,NNB
전주 여행,15,제주,NNP
전주 여행,15,도,JX
전주 여행,16,1,SN
전주 여행,16,박,NNBC
전주 여행,16,2,SN
전주 여행,16,일,NNBC
전주 여행,16,관련,NNG
전주 여행,16,질문,NNG
전주 여행,16,~,SY
전주 여행,16,보내,VV
전주 여행,16,세요,EP+EF
전주 여행,16,맛집,NNG
전주 여행,16,국내,NNG
전주 여행,16,전,NNG
전주 여행,16,주달,NNG
전주 여행,16,봉,NNG
전주 여행,16,이,JKS
전주 여행,16,달,NNG
전주 여행,16,봉,NNG
전주 여행,16,티비,NNG
전주 여행,16,코스,NNG
전주 여행,16,가,JKS
전주 여행,16,볼,VV+ETM
전주 여행,16,만,NNB
전주 여행,16,한,XSA+ETM
전주 여행,16,곳,NNG
전주 여행,16,여수,NNG
전주 여행,16,여수,NNG
전주 여행,16,가,JKS
전주 여행,16,볼,VV+ETM
전주 여행,16,만,NNB
전주 여행,16,한,XSA+ETM
전주 여행,16,곳,NNB
전주 여행,16,제주,NNP
전주 여행,16,도,JX
전주 여행,16,제주도,NNP
전주 여행,16,가,JKS
전주 여행,16,볼,VV+ETM
전주 여행,16,만,NNB
전주 여행,16,한,XSA+ETM
전주 여행,16,곳,NNG
전주 여행,16,전문,NNG
전주 여행,16,인,VCP+ETM
전주 여행,16,플,NNG
전주 여행,16,루,JKB
전주 여행,16,언서,NNG
전주 여행,16,전,NNG
전주 여행,16,주달,NNG
전주 여행,16,봉이,NNG
전주 여행,16,입니다,VCP+EF
전주 여행,16,코스,NNG
전주 여행,16,는,JX
전주 여행,16,한옥,NNG
전주 여행,16,마을,NNG
전주 여행,16,에서부터,JKB
전주 여행,17,한옥마을,NNP
전주 여행,17,준비,NNG
전주 여행,17,중,NNB
전주 여행,17,입니다,VCP+EF
전주 여행,17,대여,NNG
전주 여행,17,는,JX
전주 여행,17,천차만별,NNG
전주 여행,17,입니다,VCP+EF
전주 여행,17,기본,NNG
전주 여행,17,금액,NNG
전주 여행,17,은,JX
전주 여행,17,10000,SN
전주 여행,17,원,NNBC
전주 여행,17,부터,JX
전주 여행,17,시작,NNG
전주 여행,17,합니다,XSV+EF
전주 여행,17,시간,NNG
전주 여행,17,과,JC
전주 여행,17,한복,NNG
전주 여행,17,에,JKB
전주 여행,17,따라서,VV+EC
전주 여행,17,가격,NNG
전주 여행,17,이,JKS
